,HPO_term_ID,HPO_term_name,gene_num,study_count,n_study,population_count,n_population,gene_ratio,background_ratio,odd_ratio,pvalue,padj,related_genes
1686,HP:0007240,Progressive gait ataxia,38,10,10814,38,234119,0.0009247272054743851,0.0001623106198130011,5.697268647854146,6.3087898876495336e-06,0.00012124069598603902,PCDH19 ARSA ARSA ARSA ATP1A2 CACNA1A TPP1 SACS EEF2 GABRA1 GABRG2 GJB1 ATXN3 ATXN3 ATXN3 ATP6 PEX10 FA2H POLG PSAP PSAP PSAP ALDH18A1 ANO10 PRRT2 MTPAP SCN1A SCN1A SCN1B SCN2A SCN9A SNRPN SETX SPTBN2 STXBP1 ATP13A2 UBE3A TWNK
330,HP:0100256,Senile plaques,12,6,10814,12,234119,0.000554836323284631,5.12559852041056e-05,10.824810430922877,7.037522735186687e-06,0.000134163333423599,APOE CHMP2B ABCA7 GRN MAPT TREM2 TMEM106B PRNP PSEN1 PSEN2 C9ORF72 VCP
284,HP:0030196,Fatigable weakness of respiratory muscles,65,13,10814,65,234119,0.0012021453671167005,0.0002776365865222387,4.32992417236915,7.397424000146581e-06,0.00013990524914562938,ACTA1 AK9 ANG ANXA11 RNASEH1 SQSTM1 CFAP410 CACNA1S CCNF VAPB CFL2 CHRNA1 CHRNA1 CHRNB1 CHRNB1 CHRND CHRND CHRNE CHRNE COL13A1 RRM2B CHMP2B MATR3 DAO DCTN1 DES FIG4 KCNE3 OPTN EPHA4 ERBB4 KLHL41 FUS PPARGC1A GLE1 HNRNPA1 LRP4 TBK1 MUSK NEB NEFH NEK1 TREM2 PFN1 UBQLN2 PON1 PON2 PON3 PRPH RAPSN ATXN2 SCN4A SCN4A C9ORF72 UNC13A SOD1 GLT8D1 DOK7 LMOD3 TARDBP AGRN TPM2 VCP CHCHD10 TAF15
675,HP:0002174,Postural tremor,66,13,10814,66,234119,0.0012021453671167005,0.0002819079186225808,4.264319260666588,8.822556852555367e-06,0.00016554451165070425,PRKRA PRKRA NIPA1 SCARB2 VAPB TPP1 TPP1 COL6A3 TENM4 MFN2 DRD3 BSCL2 STUB1 REEP2 NDRG1 FGF14 FMR1 FUS GALT GCH1 GCH1 COQ2 COQ2 POLR3A POLR3A PARK7 TMEM240 ITPR1 ITPR1 KCND3 NOTCH2NLC MPZ ATP6 ATP6 COX1 COX3 COX3 CYTB CYTB ND1 ND1 ND2 ND2 ND4 ND4 ND4L ND4L ND5 ND5 ND6 ND6 MYBPC1 NDUFS2 PMP22 PPP2R2B ALDH18A1 ALDH18A1 ATXN1 ATXN2 ATXN2 OPA3 POLR3B SETX ATP13A2 TH PIK3R5
587,HP:0002493,Upper motor neuron dysfunction,18,7,10814,18,234119,0.0006473090438320696,7.68839778061584e-05,8.419297001828905,9.068090273842094e-06,0.0001688223368950446,SQSTM1 CHMP2B SACS FIG4 GRN HEXB HNRNPA1 HNRNPA2B1 MAPT TREM2 TMEM106B PSEN1 RBM28 C9ORF72 C9ORF72 SPTBN2 VCP VCP
1882,HP:0003688,Cytochrome C oxidase-negative muscle fibers,32,9,10814,32,234119,0.0008322544849269465,0.00013668262721094828,6.088955867394119,1.0135986972815845e-05,0.0001872407515986059,SLC25A4 SLC25A4 RRM2B COX6A2 COX6B1 COX10 COX10 TYMP TACO1 MIEF2 COA8 POLG2 POLG2 COA3 TRNE TRNN TRNS1 NDUFA4 POLG POLG POLG POLG POLG POLG TRMU PUS1 SURF1 TK2 ETHE1 TWNK TWNK TWNK
355,HP:0002463,Language impairment,40,10,10814,40,234119,0.0009247272054743851,0.00017085328401368534,5.4124052154614395,1.039322900409023e-05,0.00018881873023504796,GATAD2B APP BCR SYNGAP1 SQSTM1 ADGRG1 ADGRG1 CLN5 SH2B1 CRKL DCX ABCA7 ACSL4 TOMM40 GJB1 HNRNPA1 HNRNPA2B1 IRAK1 LHX1 MAPT MAPT TBK1 NF1 NOTCH3 PAFAH1B1 TREM2 PRKAR1B MAPK1 PRPS1 PSEN1 PSEN1 PSEN1 PSEN2 MBD5 SORL1 SPP1 STAT4 HNF1B ADNP VCP
845,HP:0000746,Delusions,40,10,10814,40,234119,0.0009247272054743851,0.00017085328401368534,5.4124052154614395,1.039322900409023e-05,0.00018881873023504796,ARSA ARSA ARSA ARSA EIF2B4 EIF2B3 EIF2B2 EIF2B5 CHI3L1 COMT CYP27A1 DRD3 EIF2B1 SLC25A13 DISC2 GBA HTT HLA-DQB1 HTR2A MAN2B1 MAN2B1 MTHFR DAOA PPP2R2B PRNP PRNP PRNP PRNP PSAP PSAP PSAP SLC2A3 SNCB SNCA C9ORF72 SYN2 APOL4 APOL2 RTN4R JPH3
608,HP:0007190,Neuronal loss in the cerebral cortex,8,5,10814,8,234119,0.00046236360273719255,3.417065680273707e-05,13.531013038653597,1.0459115564845292e-05,0.00018881873023504796,SQSTM1 FUS TBK1 PC C9ORF72 TARDBP VCP CHCHD10
812,HP:0000175,Cleft palate,631,9,10814,631,234119,0.0008322544849269465,0.0026952105553158866,0.308790154923315,1.6072132819597525e-05,0.00028796911660978125,MKKS USP9X RBM10 RBM10 SMC1A SMC1A ACTB ACTG2 ARID1A TRRAP TBC1D24 TBC1D24 CDC45 ARID1B ARID1B ARID1B ARHGAP31 WDR35 WDR35 CC2D2A CC2D2A RIC1 ALX3 OFD1 OFD1 OFD1 OFD1 CCDC32 ITGA8 ZSWIM6 FANCM AR ARCN1 EPG5 CASK ARVCF TP63 TP63 TP63 PTCH2 SIX5 GRHL3 GRHL3 ATR STAC3 BCR HESX1 HESX1 FGF17 FGF17 BMP4 BMP4 BRCA1 BRCA2 BUB1 BUB1B BUB1B FOXH1 RUNX2 RUNX2 PIGQ SMC3 SMC3 FAM50A BUB3 CDH1 LARGE1 CDKN1C TMEM67 TMEM67 CENPF SCARF2 CHN1 TRIP13 CHRNA1 CHRND CHRNG CHRNG CHRNG EFTUD2 EFTUD2 COG1 HS6ST1 HS6ST1 HS6ST1 RECQL4 RECQL4 RECQL4 ECEL1 NIPBL NIPBL CHST3 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 PIGL PIGL COL9A1 COL9A2 COL9A3 COL11A1 COL11A1 COL11A1 COL11A1 COL11A1 COL11A1 COL11A1 COL11A2 COL11A2 COL11A2 COL11A2 COL11A2 TBX4 POLR1A COMT ACBD5 POLR1C POLR1C GDF3 CREBBP SH2B1 CRKL C2CD3 C2CD3 NSMF NSMF NSMF SEC24C CTBP1 CEP57 SEMA3E SEMA3E TCTN3 TCTN3 KIFBP EARS2 KIAA0586 INTS1 DCC ZEB2 PHGDH B3GAT3 KIAA0753 TELO2 WASHC5 WASHC5 FGF20 DHCR7 DHCR7 DHCR24 DHODH DHODH ARNT2 MAFB RBM8A DLX5 MED12 CDON CDON TBX22 TBX22 DPH1 ATN1 DSP SLC26A2 SLC26A2 SLC26A2 SLC26A2 DUSP6 DUSP6 MAMLD1 DVL3 DVL3 PQBP1 PQBP1 GMNN WDPCP EDNRA ESCO2 ESCO2 POLR1D POLR1D EFNB1 EIF2S3 TRPV4 CD96 SF3B4 SF3B4 BRIP1 ERCC4 ERCC5 PIGP TMEM216 TMEM216 TMEM216 MECOM KLHL41 EYA1 EYA1 SLC10A7 FANCA FANCC FANCD2 FANCE SEMA3A FANCB FANCF FANCG MBTPS2 MBTPS2 FKTN YAP1 GPC4 GPC4 GPC4 FGD1 FGD1 FGF8 FGF8 FGF8 POLR1B FGF9 FGFR1 FGFR1 FGFR1 FGFR1 FGFR1 FGFR1 FGFR1 FGFR3 FGFR2 FGFR2 FGFR2 FGFR2 FGFR2 FGFR2 MAD2L2 FOXF1 FOXC2 FOXC2 FOXE1 FOXE1 FLII FLNA FLNA FLNA FLNA FLNA FLNA FLNB FLNB FLNB FLNB FLNB FLNB DEAF1 COLEC10 POMT1 TMEM107 STAMBP G6PC3 CTCF CTCF EBP DLL3 B9D1 TBR1 SUFU SUFU STAG2 SLX4 MEGF10 RAI1 RAI1 GAD1 INTU SEPTIN9 SEPTIN9 LRRC32 GAS1 CPLX1 GATA3 SIK1 GJA1 GJA1 ZNF469 GJB2 KISS1R KISS1R GPC3 GPC3 GPC3 GLI2 GLI2 GLI3 GLI3 PGAP2 HES7 GNAI3 LOXL3 GNAO1 GNB1 GNB1 MAPRE2 MAPRE2 GNRH1 GNRHR PIGO GP1BB VAX1 PRDM5 DISP1 PNKP PGAP3 ALX4 HNRNPK HOXA2 HOXD13 PROK2 PROK2 HSPG2 HSPG2 IGBP1 IGF2 IL1B IL1RN RIPPLY2 INPPL1 IRF6 IRF6 IRF6 IRF6 JUP ANOS1 ANOS1 KCNA1 KCNJ2 KISS1 KRAS B3GALT6 B3GALT6 B3GALT6 DLL1 LETM1 LETM1 LFNG LMX1B SMAD3 SMAD4 MAF MEIS2 MEIS2 MEOX1 MEOX1 MID1 KMT2A CCDC22 MSX1 MSX2 MSX2 UBE2T CYTB FEZF1 ANKRD11 MUSK MUSK MYH3 MYH3 MYH3 MYOD1 MYOD1 FGFRL1 NBN NBN NEB NEK1 NEUROD2 NFIX CYP26C1 MYMK MYMK NID1 BMPER BMPER NODAL NOTCH2 NPHP1 NUP88 RIPK4 RIPK4 RIPK4 ORC1 OTX2 OTX2 PAX3 PDE6D PEX7 WNT4 WNT4 COLEC11 PLAG1 PLCB4 TMCO1 TMCO1 GMPPB DSE POMT2 POMT2 PSAT1 PRRX1 DONSON TAPT1 FKRP POLR2A MIR140 PPP3CA KANSL1 CEP41 MAPK1 IL17RD MASP1 AHI1 PTCH1 PTCH1 MKS1 MKS1 MKS1 BPNT2 PTPN11 CEP120 CEP120 PROKR2 PROKR2 PROKR2 PROKR2 NECTIN1 PEX2 PEX5 TMEM231 RAD21 RAD21 RAD51 RAD51C NDNF B3GLCT B3GLCT RAPSN RAPSN RB1 DYNC2H1 FANCL FANCL DPF2 RET REV3L PALB2 RFWD3 KIF7 KIF7 KIF7 CEP55 SLC25A22 SETD5 FANCI CSPP1 RPL5 RPL11 TCTN2 TCTN2 RPL26 RPS19 RPS23 RPS26 RREB1 GREB1L SCN1B SCN2A FAM149B1 FRAS1 CEP290 CEP290 ARX TUBB TUBB SHH CHSY1 CILK1 CHD7 CHD7 CHD7 CHD7 CHD7 SIX1 SIX1 SIX3 PIGV CCDC141 CCDC141 WDR26 PIEZO2 PIEZO2 WDR11 WDR11 SLC18A3 SMARCA4 SMARCB1 SMARCC2 SMARCD1 SMARCE1 SMO SMS MESP2 SNRPB MCTP2 LMBRD1 SON SOX2 SOX3 SOX4 SOX9 SOX9 SOX9 SOX10 SOX11 CHST14 CHST14 IQSEC2 HDAC8 HDAC8 NFASC PLXND1 SMOC1 SMOC1 PHF8 ZC4H2 STAT3 SLC35D1 SLC35D1 XYLT1 XYLT1 CDKL5 STXBP1 KLHL7 EXOC6B HYLS1 KATNIP TAC3 TACR3 TACR3 TBX1 TBX1 TBX1 TBX2 TBX6 TBX15 DMXL2 SATB2 SATB2 SATB2 RPGRIP1L RPGRIP1L RPGRIP1L NEDD4L TCOF1 TCOF1 SMCHD1 DOK7 TDGF1 SPECC1L LARS2 TFAP2A B9D2 B9D2 TGIF1 TGDS TGDS PIGN PIGN ASXL1 ASXL1 GDF6 GDF6 HIRA TWIST1 TWIST1 TWIST1 UFD1 FLRT3 KDM6A KDM6A KDM6A WHCR NSD2 NSD2 NELFA INPP5E WNT3 WNT7A PORCN XRCC2 ZIC2 TMEM237 FAM20C TRIM8 CPLANE1 CPLANE1 RPGRIP1 NUP107 NUP107 KAT6A SALL4 JMJD1C KMT2D KMT2D HMGA2 ALX1 ALX1 ARID2 ARID2 SPRY4 SPRY4 MED25 MED25
112,HP:0000012,Urinary urgency,51,11,10814,51,234119,0.0010171999260218236,0.00021783793711744882,4.669526068241241,1.7373380339115425e-05,0.0003089609354336721,ADH1C ABCD1 CACNA1G CACNA1G NIPA1 ATXN10 ATXN10 SNCAIP LRIG2 SACS WASHC5 WASHC5 ATL1 ATL1 TRPV4 UBAP1 B4GALNT1 GBA COQ2 GLUD2 MARS2 MARS2 HPDL CPT1C HSPD1 HSPD1 KCNC3 KIF5A KIF5A LMNB1 MAPT NR4A2 FA2H ALDH18A1 ALDH18A1 RTN2 RTN2 ATXN2 ATXN8OS SPG11 SNCA SPAST SPAST SPG7 SPG7 TBP ATP13A2 ZFYVE26 PINK1 REEP1 ALMS1
